Text|Rating|Votes|J/N
MacGyver can build an airplane out of gum and paper clips, but Chuck Norris can kill him and take it.|2.73|11|
People that say only the good die young must have been in Chuck Norris' kindergarten class.|2.73|11|
There is a legend if Chuck Norris attacks you without any reason he will give you anything you want, too bad he never did anything without a reason.|2.72|65|
When Chuck Norris goes to the bar, he orders blood.|2.72|53|
Chuck Norris refuses to play poker, cause he's not allowed to use the most powerful hand (his own).|2.72|43|
When Vader tried to choke Chuck Norris, the Force bounced off him and killed a dozen stormtroopers instead.|2.72|43|
"Chuck Norris went into a McDonalds and asked for a bucket of chicken. They said ""We don't serve that here."" He walked outside and drop kicked McDonalds then walked back inside and it was a KFC."|2.72|32|
Chuck Norris made a man pregnat.|2.72|29|
Chuck Norris can kill you with his tongue.|2.72|25|
You can tune a piano, but Chuck Norris can tune-a-fish.|2.72|18|
Only Chuck can call Myscape truly his.|2.72|18|
With Chuck Norris, there is a 100% chance of clouds and ass kicks.|2.72|18|
Chuck Norris slept with a guy. He's not gay, he just ran out of girls to sleep with.|2.71|113|
Chuck Norris is the answer to life, the universe, and everything|2.71|49|
When Chuck Norris makes a joke... People laugh out of fear...|2.71|35|
A car thief once merely thought about stealing Chuck Norris's car... and his head exploded!|2.71|35|
Chuck Norris is NOT a Gay Fish!!!|2.71|35|
Chuck Norris shot the deputy. Then roundhouse kicked him to the face.|2.71|35|
Some people claim they have buns of steel. Chuck Norris has buns made of pure titanium.|2.71|31|
Calculus was invented when Chuck roundhouse kicked Algebra 2.|2.71|31|
Chuck Norris decides whether he wins or loses in a video game, and the video game obeys.|2.71|28|
Brian Griffin (dog from family guy) is the only living thing to take a punch from Chuck Norris' chin and live to tell about it.|2.71|24|
Chuck Norris created senior ditch day.|2.71|24|
Fire discovered Chuck Norris.|2.71|21|
Chuck Norris eats Delivery...NOT Digiorno!|2.71|21|
Chuck Norris called the pot AND kettle black.|2.71|21|
Chuck Norris can find a number not listed in the phone book.|2.71|21|
Chuck Norris never dances around a question. Questions dance around Chuck Norris.|2.71|17|
Chuck Norris edits his pictures with vi.|2.71|17|
Chuck Norris set a world record in the 100 yard dash at 8.2 seconds. In doing so, he also set the world record for the mile run as he lapped all opponets in the 100 yard dash 18 times.|2.71|17|
When Chuck Norris gets off of a plane he holds up a cardboard sign with the limo drivers name. Ironically, they didn't know he was coming.|2.71|17|
Chuck Norris ice skates down the sidewalk backwards.|2.71|17|
Chuck Norris can chew air.|2.71|14|
Chuck Norris Can drink a BudLight and taste the Rockies.|2.71|14|
Chuck Norris invented testosterone.|2.71|14|
Chuck Norris' email address is: *@*.*.|2.71|7|
Chuck Norris can have sex while in a coma.|2.7|69|
"Jigsaw told Chuck Norris ""i want to play a little game"" Chuck Norris said, ""I dont want to""."|2.7|44|
Chuck Norris can get 40 women pregnant by thinking i.t|2.7|40|
Chuck Norris is the reason scary movies have endings.|2.7|37|
Whenever somebody dresses up like Chuck Norris for halloween and goes to his house instead of giving them candy he just gives them roundhouse kick to the face because there can only be one Chuck Norris.|2.7|37|
Chuck Norris can spell Larry with only three letters.|2.7|30|
Chuck Norris sucks at Sorry because he is never sorry only you are.|2.7|30|
Chuck Norris made Obama care.|2.7|30|
Chuck Norris can read your mind, as long as you were thinking about getting a roundhouse kick to the head.|2.7|27|
The reason the leaning tower of pizza leans is because Chuck Norris sneezed beside it.|2.7|27|
Chuck Norris doesn't catch a cold, a cold catches a Chuck Norris.|2.7|23|
Chuck Norris is luke skywalkers father.|2.7|23|
Chuck Norris just said those jeans make you look fat.|2.7|23|
Violence IS the way with Chuck Norris.|2.7|20|
"The 11th Commandment from God: ""OBEY CHUCK NORRIS.""."|2.7|20|
Some people link everything to Kevin Bacon. They've never heard of Chuck Norris.|2.7|20|
Trix are for Chuck Norris and kids.|2.7|10|
Plants tilt to the sun when they see Chuck Norris.|2.7|10|
"When in a bar, you can order a drink called a ""Chuck Norris"". It is also known as a ""Bloody Mary"", if your name happens to be Mary."|2.7|10|
Chuck Norris can roundhouse kick you without spinning.|2.7|10|
Chuck Norris never sleeps because he scared the sandman into the witness protection program.|2.7|10|
Pluto is actually an orbiting group of British soldiers from the American Revolution who entered space after the Chuck gave them a roundhouse kick to the face.|2.69|197|
Chuck made Earth and God wet his pants, thus Earth being 80% water.|2.69|59|
Chuck Norris has never apologized.|2.69|48|
Chuck Norris CAN Do the Dew.|2.69|39|
If Chuck Norris ran for president, everyone would win because no one would dare vote or even run against him.|2.69|39|
Sonic isn't running to somewhere, he is running away from Chuck Norris|2.69|36|
The force isnt with Chuck Norris, Chuck Norris is with the force.|2.69|32|
Chuck Norris once ripped the heads off of two endangered spotted owls and wore them around as night vision goggles...at 2:00 in the afternoon.|2.69|32|
"Chuck Norris once invited his grandmother over for thanksgiving diner and cooked a turkey by staring at it, when his grandmother asked"" how did you do that?"" he round house kicked her in the face and said ""do not question Chuck Norris""."|2.69|32|
Chuck Norris can grow a mustache on his elbow.|2.69|32|
Chuck Norris told Bob Barker to come on down....and then proceeded to roundhouse kick him into the plinko board.|2.69|29|
Chuck Norris can bite his own ear.|2.69|16|
When someone hears a shot he know someone just got round housed kicked in the face by Chuck Norris.|2.69|16|
Chuck Norris doesn't get hemorrhoids. He gets asteroids.|2.69|16|
Chuck Norris doesn't eat cow, he eats Red Bulls.|2.69|16|
Chuck Norris' beard can cut glass.|2.69|13|
A picture says a thousand words, but a picture of Chuck Norris is not allowed to speak.|2.69|13|
Chuck Norris once had a prostate exam. The attending physician didn't make it.|2.69|13|
Chuck Noris is able to haggle with a Saturn car salesmen to lower the price.|2.69|13|
Chuck Norris dosnent get frost bite he bites frost.|2.69|13|
Chuck Norris' genitalia are naturally huge and are not, as rumored, infected with Elephantiasis.|2.68|92|
Have you ever wondered why God is in heaven? Two words, Chuck Norris.|2.68|56|
When death touches chuck Norris he dies even more.|2.68|38|
A butterfly can start to flap its wings and create a typhoon around the world. Chuck Norris can start a typhoon that can create a butterfly.|2.68|31|
If we had a Chuck Norris National Holiday even people with out jobs would have paid time off.|2.68|28|
If you have a piece of steak lodged in your throat, PLEASE don't ask Chuck Norris to perform the Heimlich Maneuver! EVER!|2.68|25|
Chuck Norris knows the independence day of england.|2.68|25|
The doors at walmart aren't automatic. theyre just afraid to be roundhouse kicked by Chuck Norris, again.|2.68|22|
Chuck Norris watches video's of the future on youtube.|2.68|22|
Chuck Norris can walk into a subway and come out with a mcgriddle.|2.68|22|
Chuck Norris' farts are not silent, but are deadly.|2.68|22|
Chuck Norrris has so many friends on facebook he sends you a friend request and then he accepts it.|2.68|22|
When Chuck Norris talks, everybody listens. And dies.|2.67|165|
Chuck Norris farts tornadoes.|2.67|92|
Chuck Norris irons his shirt so it will match his body.|2.67|39|
Chuck Norris can watch the movie from the ring, and the little girl who calls asks Chuck Norris for 7 days to live.|2.67|36|
Have you heard of Chuck Norris' ABSINTH? Of course you haven't, it has 134% of alcohol.|2.67|36|
When Chuck Norris farts, a new universe is made.|2.67|33|
Using a calculator, Chuck Norris can get a sum of 2 by combining 1 and 1 with a minus sign.|2.67|30|
Contrary to popular belief Chuck Norris does not defy gravity, he just jumps really high.|2.67|27|
Chuck Norris' dart board only has the bullseye.|2.67|27|
Chuck Norris helped Picasso with his art by roundhouse kicking every single one of his paintings.|2.67|24|
The sky is blue because Chuck Norris allows it to be that color.|2.67|24|
Every Christmas, Chuck Norris dresses up in red, climbs down chimneys, and steals children to work in his salt mines.|2.67|24|
Chuck Norris likes to have a camp fire every once and a while. Thus Forest fires.|2.67|21|
A man on his way to work tries to avoid crashing into a car ahead of him. Seeing that it's Chuck Norris in that car and he had no time to stop, the man comitted suicide.|2.67|21|
Chuck Norris can wallride the wall of china with a skatebaord.|2.67|21|
Chuck Norris is cooler than cool-aid man.|2.67|21|
Chuck Norris can punch a hole through the ozone layer. Then he would deliver a round house kick to Al Gore.|2.67|18|
The best way to a ninjas brain is with Chuck Norris's roundhouse kick.|2.67|18|
Chuck Norris could never play a super hero because technically he would be revealing his secret identity.|2.67|18|
Contrary to popular belief the challenger space shuttle did not fail because of an o-ring but because an experimental mixture 300,000 parts ethanol and one part Chuck Norris semen.|2.67|15|
The best way to prevent hyperinflation is not basing currency on the gold standard. Preventing hyperinflation is best done by basing currency on the Chuck Norris standard.|2.67|15|
Cavemen are more scared of Chuck Norris than GEICO.|2.67|15|
The world won't end until Chuck Norris gets bored.|2.67|15|
Chuck Norris knows what Bill Murray whispered to Scarlet Johannsen in Lost in Translation.|2.67|12|
Chuck Norris once lost a fight. Then he woke up and remembered Bruce Lee paid him handsomely to do so.|2.67|12|
Nobody's in the kitchen with Dinah. Dinah's in the bed with Chuck Norris.|2.67|12|
Chuck Norris was born with the abbilities to whistle,snap,and round house kick you through a windsheild.|2.67|9|
Chuck Norris doesn't lay carpet, carpet lays itself down in fear of Chuck Norris.|2.66|67|
Chuck Norris never misses a sunrise. That's cause he lives in a round house.|2.66|62|
Chuck Norris ALWAYS gets the cash cab.|2.66|32|
Chuck Norris cuts paper by sticking his fingers out in a V and moving them up and down.|2.66|29|
Chuck Norris once roasted a moose on the manifold of his Hummer.|2.65|81|
When Chuck Norris stands in front of a microwave as it's going the microwave explodes.|2.65|46|
Chuck Norris now owns a miniature giraffe. Epic Win now a quadriplegic. Any questions?|2.65|43|
Chuck Norris drank all 99 bottles of beer on the wall, yes 99 bottles of beer.|2.65|40|
Chuck Norris invented the word invention.|2.65|31|
When Chuck Norris jumps some asian blows up.|2.65|26|
Chuck Norris can watch just one episode of Doctor Who.|2.65|26|
When Chuck Norris gets a phone call he says good bye.|2.65|23|
Chuck Norris' dog knows its not bacon.|2.65|20|
The black night on Monty python and the holy Grail lost his limbs because he picked a fight wit Chuck Norris.|2.65|20|
The dinosaurs only became extinct after Chuck Norris had a BBQ, for one.|2.65|20|
Chuck Norris can keep up with the Kardashians.|2.65|20|
Chuck Norris goes to the gym, for the equiptment to exercise.|2.65|20|
When Chuck Norris went to elementary school his teacher gave him A's in everything for not showing up.|2.65|17|
Chuck Norris is so bad ass he can BR u with an AR in halo 3.|2.65|17|
Whoever marries Chuck Norris's daughter will have to pay for the wedding.|2.65|17|
Chuck Norris CAN make a polygon with two straight lines.|2.65|17|
Chuck Norris eats Emo kids for breakfasts.|2.65|17|
Chuck Norris CAN catch the Duke boys in a car chase.|2.65|17|
"When bedbugs go to sleep, they recite the phrase ""Goodnight, sleep tight, don't let Chuck Norris roundhouse you""."|2.65|17|
When Chuck Norris shoots a free throw, someone else has to pay.|2.65|17|
"Pluto disappeared because Chuck Norris just gave it a ""small push"" according to him."|2.65|17|
"Lay's Potato Chips had to change their slogan to"" Chuck Norris can eat just one""."|2.65|17|
When you play Monopoly with Chuck Norris, you do NOT pass Go, you do NOT collect $200; hell, you're lucky if you make it out alive!|2.65|17|
Chuck Norris once circumcised a lion while it was feeding on a wildebeest.|2.65|17|
Chuck Norris makes tattos with his own gun.|2.65|17|
"Chuck Norris likes to knit sweaters in his free time. And by ""knit"", I mean ""kick"", and by ""sweaters"", I mean ""babies""."|2.64|188|
Chuck Norris breeds bearded babies.|2.64|39|
Chuck Norris was originally cast to be the subject in 'Supersize Me'. The footage of this was scraped when nothing happened to him.|2.64|39|
Don't look in Chuck Norris' eyes or you'll turn to stone.|2.64|36|
Chuck Norris can divide by 0 and -0.|2.64|28|
Chuck Norris deleted you off his myspace.|2.64|28|
Chuck Norris says the alphabet faster backwards then you can say it fowards.|2.64|25|
It was once theorized the Titanic struck Chuck Norris.|2.64|22|
When Chuck Norris is sad, everyone around him cries.|2.64|22|
What do Viagra and thermonuclear weapons have in common? They're both made from Chuck Norris' blood.|2.64|22|
Chuck Norris brought Sexy Back.|2.64|14|
When people are in airplanes, they touch the clouds. When Chuck Norris touches the clouds, a tornado appears.|2.64|14|
The asteroid belt wasnt created by science it was created when Chuck Norris got mad and roundhouse kicked a boulder.|2.64|14|
Chuck Norris can sing through his belt.|2.64|14|
"How can you tell if there's a samurai under your bed? You'll hear, ""HIIYA!"" How can you tell if there's an elephant under your bed? It's in the basement. How can you tell Chuck Norris is under your bed? You see dead people walking around perfectly normal."|2.64|14|
Chuck Norris once injected heroin everyday for a month, just so he could go through withdrawal.|2.64|14|
The South will not rise again. Chuck Norris doesn't want it to.|2.64|14|
Chuck Norris can take a burrito and make Hennessey with it.|2.64|11|
Chuck Norris is not afraid of things that go bump in the night. The night is afraid of bumping into Chuck Norris.|2.64|11|
The IRS sent Chuck Norris a letter telling him he owes money, Chuck Norris sent the IRS a pic of himself roundhouse kicking someone in the face, Chuck Norris never has to pay taxes ever again.|2.64|11|
Chuck Norris blows birthday candles through his left nostril.|2.64|11|
Chuck Norris was born in quick sand.|2.63|326|
Chuck Norris is the missing link.|2.63|32|
Chuck Norris can eat a sandwich...without eating it.|2.63|32|
Chuck Norris was asked to build the Great Wall of China. All he had was a can of Red Bull and a brick. He did it in 2 mins.|2.63|27|
Mccain wouldve won the election, but the computers were too scared to register Chuck Norris' vote.|2.63|27|
Chuck Norris uses his teeth to remove loose apples.|2.63|27|
The closest Chuck Norris has ever gotten to death is when he falls asleep.|2.63|24|
Only Chuck Norris can dunk Lebron James.|2.63|24|
Chuck Norris does'nt drink red bull he drinks bull urine.|2.63|19|
Chuck Norris once sang at a karaoke bar. Everyone committed suicide because it was too good to be true.|2.63|19|
You are so weak and slow compared to Chuck Norris, that if you try to punch him in the face, he has already forgotten about it.|2.63|16|
Chuck Norris won bingo with free space.|2.63|16|
Kesha wakes up feeling like Chuck Norris.|2.63|16|
Chuck Norris once caught swine flu. It is now kept in a metal box.|2.63|16|
Chuck Norris can set a fire extinguisher on fire.|2.63|16|
The opening in a pencil sharpener is called a Chuck, if you stick your finger in that you will get the same result as when sticking your finger in Chuck Norris' face.|2.63|16|
Chuck Norris hunts puppies.|2.63|16|
Chuck Norris's words carry weight that can break a less interesting man's jaw.|2.63|16|
Chuck Norris reads the chair of contents.|2.63|16|
Chuck Norris can suck a golf ball through a garden hose.|2.63|16|
When people say red robin, Chuck Norris doesnt say yum.|2.63|8|
Chuck Norris is so tough, that prior to his birth, his mother had to Kevlar her vagina.|2.63|8|
Chuck Norris can can call someone in San Fransico from London. When the other person picks up, it's Chuck Norris.|2.62|68|
When you look up round house kick in the dictionary it says... Chuck Norris.|2.62|58|
The Glass Elevater in Willy wonka can go up, down, sideways, Long ways , Short ways, triangular ways, Diagonal ways; but it cant go Chuck Norris ways.|2.62|45|
Harry Potter has no known skills to vanquish Lord Voldemort. In truth, Chuck Norris appeared before Lord Voldemort right as he was about to cast the killing curse and Roundhouse kicked Voldemort in his snakey face, causing him to become nothing more than a soul-like entity, and leaving behind a remnant of the destruction that happened there: the scar on Harry Potter's forehead.|2.62|45|
Thomas Edison found 10,000 ways how not to make a lightbulb and Chuck Norris has found millions of ways to kill YOU!|2.62|45|
When Chuck Norris craps he uses only one square of toilet paper.|2.62|42|
Ever see halo's master-chief without his helmet? its Chuck Norris, and if you saw him and your alive, you are a lucky person...|2.62|37|
When thirsty, Chuck Norris drinks pepper, not water.|2.62|37|
Chuck Norris can divide by sin and cosine.|2.62|34|
Chuck Norris can teach an old dog new tricks, and teach a new dog old tricks.|2.62|29|
Chuck Norris can see, taste and smell carbon monoxide.|2.62|26|
Foreplay with Chuck Norris lasts 0 seconds. He never plays. He only knows forekill, but if he had forekill with you there wouldn't be any opportunity for anything else.|2.62|21|
In Left 4 Dead, the smoker has a long ass tongue because he mouthed Chuck Norris.|2.62|21|
Chuck Norris was banned from his local bowling alley because he kept getting a strike in every lane... with one roundhouse kick to the bowling ball.|2.62|21|
Chuck Norris can go ahead and make your day.|2.62|21|
Chuck Norris is The Stig!|2.62|21|
Chuck Norris can ride a bike with no handlebars.|2.62|21|
Chuck Norris can catch a bullet with his tounge.|2.62|21|
Chuck Norris put the bomp in the bomp sh bomp sh bomp. He also put the ram in the remalama ding dong.|2.62|21|
Climate Change takes place when Chuck Norris Travels .|2.62|13|
Chuck Norris got an F on his Physics test and passed.|2.62|13|
Chuck Norris repaired the Metrodome roof using a needle and thread.|2.62|13|
Chuck Norris can roundhouse kick himself in the face.|2.61|95|
Chuck Norris can see the world but the world cant see Chuck Norris.|2.61|44|
The reason there isn't a Chuck Norris character in the supersmash bros game is because he would have infinite star.|2.61|36|
The Titanic wasn't sunk by an iceberg, Chuck Norris was going for his moring swim.|2.61|36|
Chuck Norris' shirt size is XXXS, and his pant size is XXXL.|2.61|23|
Chuck Norris beat down an up beat.|2.61|23|
Chuck Norris is half of the 11 secret herbs and spices in Kentucky Fried Chicken.|2.61|18|
Chuck Norris neither likes nor dislikes Marmite...He is indesicive.|2.61|18|
Chuck Norris' hair isn't gray. It shines.|2.61|18|
Chuck Norris invented the roundhouse kick. Why do you think it's the leading-major-ass-kicking product in the world?!|2.61|18|
No one has told Chuck Norris a mama joke. Or they didnt live to tell about it.|2.61|18|
Chuck Norris went black, but he still came back and roundhoused the idiot who said he couldn't.|2.61|18|
Chuck Norris sends himself xmas cards because everyone else is afraid to.|2.61|18|
When time is going to fast Chuck Norris tells it to slow the frick down, and if it doesn't Chuck roundhouse kicks time into wishing it did!|2.6|96|
"Chuck Norris can ""shit fire and save matches""!"|2.6|50|
Gas prices went up because Chuck Norris was at the bottom.|2.6|48|
A movie scene depicting Chuck Norris losing a fight with Bruce Lee was the product of history's most expensive visual effect. When adjusted for inflation, the effect cost more than the Gross National Product of Paraguay.|2.6|30|
It wasn't your dog that ate your homework, it was Chuck Norris.|2.6|25|
Chuck Norris is the only human visible from the moon.|2.6|25|
In the Movie Cast away the reason Tom hanks talks to a volleyball is becasue Chuck Norris told him to.|2.6|25|
That wasn't an iceberg hitting and sinking the Titanic! That was just Chuck Norris happening to hit it while doing the back-stroke across the Atlantic Ocean.|2.6|20|
It's not that sharks can't breath on land, it's just that they're afraid of Chuck Norris!|2.6|15|
Chuck Norris smokes an entire cigarette in one drag.|2.6|15|
There was no such thing as a gerbal until Chuck Norris did a cannonball on a dog.|2.6|15|
Chuck Norris can get all perfects on just dance 3 without moving a finger.|2.6|15|
To Chuck Norris three lefts do not make a right. They make three lefts.|2.6|15|
Chuck Norris was the only person to successfully complete the gallon challenge..... with breast milk.|2.6|15|
Chuck Norris can't lose The Game.|2.6|10|
"Chuck Norris threw a dodgeball at a kid's head so hard his descendants hold their heads and say ,""THAT HURT!"""|2.59|56|
Chuck Norris once made the Most Interesting Man in the World say uncle....twice in 1 minute.|2.59|46|
72% of the Earth is covered in water, the rest is the victims that Chuck Norris has killed.|2.59|44|
Chuck Norris is so strong he can bench press King Kong.|2.59|41|
The sun is not allowed to go down on Chuck Norris.|2.59|29|
Chuck Norris's hot tamales are filled with magma.|2.59|27|
Chuck Norris can detect land mines with his balls. They're steel. And magnetic.|2.59|27|
Jellyfish use to have bones. Chuck Norris roundhouse kicked one in the face and the bones dissapeared. The rest soon followed.|2.59|22|
Chuck Norris is the current midget toss champion he holds the record of 6,352 feet.|2.59|22|
Chuck Norris can liquify a piece of steel just by squeezing it.|2.59|17|
If you are good you go to Heaven. If you are bad you go to hell. Satan is going to Chuck Norris.|2.59|17|
Chuck Norris caught the swine flu it made him cough...once.|2.59|17|
When Chuck Norris vomits, wealthy people scavenge it for food. Too bad for them Chuck Norris never vomits.|2.58|116|
Wheaties eats their Chuck Norris'|2.58|53|
I DARE you to slap Chuck Norris.|2.58|52|
Chuck Norris is the fifth Triwizard Champion!|2.58|48|
When you have a pen that doesn't seem to work, give it to Chuck Norris. He can make it work.|2.58|40|
Chuck Norris does'nt get music from an ipod, an ipod gets music from Chuck Norris.|2.58|33|
Chuck Norris once peed brown and craped yellow.|2.58|33|
Chuck Norris plugged the USA into a USB.|2.58|26|
Michael Phelps has a picture of Chuck Norris' face on hs pillow.|2.58|24|
Chuck Yeager is so bad and broke the sound barrier because half his name is Chuck..|2.58|24|
Chuck Norris uses dishwasher tablets from mouthwash...|2.58|19|
"Chuck Norris put the ""Chuck"" in Norris, Too bad it isnt spelled Chunoris."|2.58|19|
Chuck Norris dosent need a genie to make every thing he wants happen, just his stare!|2.58|19|
Chuck Norris was so pimping in high school, he was allowed to select a teacher to come to his house for tutoring.|2.58|19|
Chuck Norris' German sheperd speaks German.|2.58|19|
Chuck Norris drank Dracula's blood.|2.58|12|
Chuck Norris swims to Cuba from Florida.|2.57|286|
Captain Kirk only searched Uranus for Clingons. Chuck Norris found them and roundhouse kicked them out of the solar system.|2.57|82|
Chuck Norris is so strong he can beat Chuck Norris.|2.57|42|
For petes sake Chuck Norris is NOT gay!! all men just love him.|2.57|30|
Chuck Norris can make you fly to the other side of the world with the flick of the finger.|2.57|30|
When Chuck Norris goes into a steam room the steam stays on forever.|2.57|21|
"Chuck Norris' mother has a tatoo that reads ""son""."|2.57|21|
Chuck Norris doesn't allow mosquitoes to bite him. The last time that happened pterodactyls appeared.|2.57|21|
Chuck Norris invented IED's to brush his teeth in the morning.|2.57|14|
"Guantuanamo Bay, Cuba, is the military code-word for ""Chuck Norris' basement""."|2.57|7|
It's a bird! It's a plane! No, it's Chuck Norris!|2.56|34|
Chuck Norris can gain calories while eating celery.|2.56|32|
If you ever google Chuck Norris getting his butt kicked, you will generate 0 results. It just doesn't happen.|2.56|32|
The US army VS Chuck Norris. Chuck wins.|2.56|27|
Heat tracking Missles track away from Chuck Norris.|2.56|27|
When shit hits the fan, everyone goes crazy. When Chuck Norris hits the fan, the fan breaks.|2.56|25|
Chuck Norris swims in tsunamis.|2.56|25|
Chuck Norris doesn't take a cab, a cab takes Chuck Norris.|2.56|18|
Tough guys eat nails.Chuck Norris eats tough guys.|2.56|18|
Chuc Norris once swam from Cuba to Florida with his arms folded.|2.56|18|
You may wonder why God didn't give us world peace. Well he did it's called Chuck Norris.|2.56|16|
Chuck Norris CAN be two places at once.|2.56|16|
Chuck Norris can own a Canadian.|2.56|16|
Sunscreen is made from Chuck Norris' sweat.|2.56|16|
Chuck Norris' tears cure the Coronavirus. It's too bad Chuck Norris doesn't cry.|2.56|9|
-Chuck Norris has no friends on Facebook. Just enemies.|2.55|101|
You wanna know what happened to Tupac? Just ask Chuck Norris|2.55|42|
Chuck Norris is the reason no one was found on Roanoke Island.|2.55|33|
Chuck Norris can sqeeze blood out of a turnip.|2.55|33|
Chuck Norris can swim in lava.|2.55|31|
Chuck Norris once got in a fight with 10 elephants, 3 bulls, and 5 rhinos and after an hour he went to jail for animal cruelty... but that's okay he just used his beard to saw the bars in half.|2.55|22|
Chuck Norris invented water.|2.55|22|
With the rising price of gasoling prices Chuck Norris is worried about his driking habbit.|2.55|20|
The only reason voldemort died was because he saw Chuck Norris.|2.55|20|
"There's two meaning for the phrase ""Rip-off"". There is too much money for ride, and then theres what Chuck Norris does to your head when roundhouse-kicking it."|2.55|20|
Chuck Norris squashed a black hole to oblivion,then ate it. No condiments.|2.55|20|
Chuck Norris is so tough he can have a straight faced orgasm.|2.55|20|
When Chuck Norris gets drunk, he speaks fluent spanish.|2.55|20|
Chuck Norris once married his imaginary girlfriend. They then had children. The results were complex.|2.55|20|
The Rock Smells what the Chuck is cooking.|2.55|11|
Chuck Norris can recline a wooden chair.|2.55|11|
Chuck Norris can make Ben Stein laugh his ass off.|2.55|11|
When Chuck Norris drinks water he pisses out kool-aid.|2.55|11|
Chuck Norris can play World of Warcraft with an NES controller.|2.55|11|
Chuck Norris has got milk. he has it dead in the back of his car.|2.54|35|
"Bungie only gives recon armor to special people because those ""special people"" were victims of Chuck Norris."|2.54|28|
When osama bin laden was killed, Obama sent troops to make sure Chuck Norris had completed his task.|2.54|28|
I wouldve named my kid Chuck, but its copyrighted.|2.54|26|
Chuck Norris is so strong, he can threaten his brain to learn a language within seconds.|2.54|24|
Sometimes when spiders are in peoples house they try and trap them in a cup. When Spiderman is in Chuck Norris's house Chuck Norris traps Spiderman in a cup.|2.54|24|
Chuck Norris can eat 100 White Castle burgers. After getting stuffed at a Chinese buffet.|2.54|24|
Chuck Norris can stand between a rock and a hard place.|2.54|24|
Chuck Norris has more force than the force.|2.54|13|
Chuck Norris once won the Kentucky Derby, on foot.|2.54|13|
Chuck Norris sheds his skin twice a year.|2.53|204|
The reason why Michael Jackson changed himself was because the constant fear that Chuck Norris is watching him. Sadly, it didn't work. Now look at M.J.|2.53|36|
"In ""war of the worlds"", Chuck Norris killed every martian. In the deleted version of the movie, that the director never let on DVD,it shows Chuck Norris roundhouse kicking every alien tripod.this version, however, only lasted 30 seconds."|2.53|32|
Chuck Norris doesn't have to pull the trigger, the gun blows out of Fear due to Chuck Norris.|2.53|32|
Hornets die when they sting sombody, bees also die when they think about stinging Chuck Norris.|2.53|19|
Chuck Norris uses hydrochloric acid to clean himself off after a hard day's work. The stains still havent come out of his clothes. There's that much blood.|2.53|19|
Chuck Norris's KY is Radioactive battery Acid.|2.53|19|
Chuck Norris never works. he gets paid to sit around.|2.53|19|
Chuck Norris doesn't Lather, Rinse, and Repeat.|2.53|19|
When Chuck Norris hits his funny bone, he laughs.|2.53|17|
Chuck Norris roundhouse kicked a circle today it is called a square.|2.53|15|
Chuck Norris poops light sabers.|2.52|161|
Recipe for Fried Chicken ala Chuck Norris Ingredients: 1 Live chicken. Directions: 1. Stare the live chicken down and give it �the look�. The chicken will immediately lose all of it�s feathers due to intense fear. 2. While the chicken is still dazed, give it a roundhouse kick into next week. The chicken will start on fire and cook until crispy. 3. After the fire is out, cool for five minutes and enjoy! Recipe for Asian Fried Chicken ala Chuck Norris Ingredients: 1 Live Chicken Directions: Same directions as �Fried Chicken ala Chuck Norris� except the chicken must be obtained in a far east land. Preferably, when on assignment to free MIAs from a brutal North Vietnamese POW camp. Serve with soy sauce.|2.52|75|
Chuck Norris doesn't die. He has a death button.|2.52|73|
Maybe it's Maybeline... But it's not it's CHUCK NORRIS!|2.52|61|
Men don't punch women, ask Chuck Norris and he can make her a man.|2.52|42|
Chuck Norris can roundhouse kick you so hard you can become 4-D.|2.52|31|
Chuck Norris told Eddie Van Halen how to Rock.|2.52|29|
Chuck Norris can give a fullpowered roundhouse kick in skinny jeans.|2.52|29|
When Chuck Norris pees he can weld titanium.|2.52|29|
Chuck Norris has three balls.|2.52|29|
When Chuck Norris was a kid he had a beard.|2.52|29|
Chuck Norris uses king crab legs for toilet paper.|2.52|27|
Chuck Norris doesn't need his heart to stay alive, his heart needs Chuck Norris to stay alive.|2.52|25|
Chuck Norris killed Kenny and James Evans from Good Times.|2.52|25|
Newtons law of gravity doesnt exist (states what goes up must come down), Chuck Norris decides what goes and comes down.|2.52|23|
Chuck Norris doesnt make love, he creates it.|2.52|23|
"Chuck Norris is ""He Who Must Not Be Named"" Not Voldemort!"|2.52|23|
Chuck Norris doesn't get the crap scared out of him-----the crap gets scared out of Chuck Norris.|2.52|23|
When Chuck Norris goes to purgatory the only option on the wheel of life is Chuck Norris.|2.52|23|
Chuck Norris uses dry ice to warm up his drinks!|2.52|23|
Chuck Norris can eat his own head.|2.52|23|
Every shirt is a muscle shirt for Chuck Norris.|2.52|23|
People really think Usain Bolt has the world record for the 100 meter dash but really in that race when the gun whent off Chuck Norris jumped out of the croud sprinted across the track so fast no one could see him and sat back down in his seat before the race was over.|2.52|21|
Chuck Norris has his own Gravitational pull.|2.52|21|
"In an act of sheer awesome-ness, Rick Astley opened his email to receive a roundhouse kick to the face and a message that read ""You just got Chuck-rolled!""."|2.52|21|
Chuck Norris once killed a man for some spearmint gum.|2.52|21|
"When Chuck Norris ""cry's"" hes just sweating from his last kill."|2.52|21|
Chuck eats chick-fil-a on Sunday.|2.5|40|
Lady Gagga is really Chuck Norris letting out his creative side.|2.5|36|
Chuck Norris can win the quiet game by yelling at your mother.|2.5|30|
The real reason the Great Sphinx of Egypt is missing its nose is because Chuck Norris roundhouse kicked it from the toilet.|2.5|28|
